104.Residential address,106.Occupation,202.Age,203.Gender,204.Religion,205. Education qualification for the participant,206.How many family members are there at home?,207.Total income (monthly),208.Place of birth,209. Poverty Status?,301.Are you aware of the term dental fluorosis?,302.Do you know that treatment is available for fluoride content in teeth?,303.Cause of fluoride appearance?,304.Have you ever received information about ill effects about excessive fluoride in water from relatives?,305.Have you received information about ill effects about excessive fluoride in water from dental surgeon?,306.Have you received information about ill effects about excessive fluoride in water from government?,307.Have you received information about ill effects about excessive fluoride in water from school teachers?,308.Have you heard fluoride can cause cancer?,309.Do you know that there are some health risks associated with fluoride?,310.Does fluoride damage your enamel layer of your teeth?,311.Does smoking cause dental fluorosis?,312. Will dental fluorosis happen in only one region or whole teeth?,313.Can dental fluorosis be treated by vigorous brushing?,314.Do you have foul smell inside mouth due to dental fluorosis?,401.Have you ever consulted any dentist regarding the appearance of your teeth?,402. Are you willing to get the treatment done for the appearance of your teeth?,403. Should Govt. step up defluoridation plan for the prevention of Dental fluorosis?,404. Should Govt. provide rebate in RO's for the prevention of Dental fluorosis?,405. Should Govt. make policy for the prevention of Dental fluorosis?,406. Should Govt. launch mass public health campaign for the prevention of Dental fluorosis?,407. Is the appearance of your teeth appealing?,408. Are you embarrassed by the appearance of your teeth?,409. Do you know how much has the appearance of your teeth worried you?,410. How much has the appearance of your teeth hindered you from smiling freely?,411. Does the appearance of your teeth prevent you from attending social gatherings?,412. When do you start to observe Dental fluorosis in your mouth?,501. What is the frequency of brushing your teeth?,502. What is the time spent in cleaning your teeth's?,503. What are the tools for cleaning your teeth?,504. Do you use tooth paste?,505. What is the frequency of soft drink intake?,506. What is the frequency of sweet food intake?,507. Do you use any fluoridated toothpaste?,508. What is the frequency for visiting the dentist?,509. What is the reason for not visiting the dentist?,510. What is the way to reduce Dental fluorosis?
Basala,Teacher,30,Female,Hindu,Secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,After drinking the water of the area,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Farmer,34,Male,Hindu,Secondary,4,"20,000",Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,After drinking the water of the area,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Farmer,54,Male,Hindu,Secondary,4,"20,000",Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,After drinking the water of the area,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Housewife,43,Female,Hindu,Secondary,4,"20,000",Study place area,Pucca,No,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Farmer,56,Male,Hindu,Secondary,4,"20,000",Study place area,Pucca,No,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Housewife,40,Female,Hindu,Secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Labour,43,Male,Hindu,Secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Farmer,34,Female,Hindu,Secondary,3,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Farmer,45,Female,Hindu,Secondary,3,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Businessman,58,Male,Hindu,Secondary,3,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Basala,Teacher,30,Female,Hindu,Secondary,1,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,34,Female,Hindu,Primary,3,"10,000",Study place area,Kutcha,No,No,Poor oral hygiene,No,Yes,No,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Twice a day,More than 2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Eating fresh foods
Bedasasana,Housewife,30,Female,Hindu,Primary,3,"10,000",Study place area,Kutcha,No,No,Poor oral hygiene,No,Yes,No,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Not at all,Little bit,After drinking the water of the area,Twice a day,More than 2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Housewife,38,Female,Hindu,Primary,9,"20,000",Study place area,Pucca,No,No,Water quality,Yes,Yes,No,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Not at all,Little bit,After drinking the water of the area,Twice a day,2 minutes,Tooth brush with tooth paste,Yes,Never,Two-three times a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Businessman,28,Male,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,No,Yes,No,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,46,Male,Hindu,Secondary,2,20000,Study place area,Kutcha,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop using fluoridated toothpaste
Bedasasana,Housewife,26,Female,Hindu,Secondary,2,20000,Study place area,Pucca,No,No,Water quality,Yes,Yes,No,Yes,No,No,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Little bit,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,40,Male,Hindu,Secondary,4,20000,Study place area,Pucca,No,Yes,Water quality,Yes,Yes,No,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Sometimes,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,28,Female,Hindu,Primary,4,20000,Study place area,Pucca,No,Yes,Water quality,Yes,Yes,Yes,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Little bit,Not at all,After drinking the water of the area,Once a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,42,Female,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,No,Poor oral hygiene,Yes,Yes,Yes,No,No,No,Yes,Yes,One region,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,48,Male,Hindu,Secondary,5,20000,Study place area,Pucca,Yes,No,Poor oral hygiene,Yes,Yes,Yes,Yes,No,Yes,Yes,No,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After using fluoride toothpaste,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Student,18,Male,Hindu,Secondary,5,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Little bit,Little bit,After using fluoride toothpaste,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,43,Female,Hindu,Secondary,5,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After using fluoride toothpaste,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,47,Female,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,33,Male,Hindu,Primary,3,"10,000",Study place area,Kutcha,No,No,Water quality,No,Yes,No,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Not at all,Not at all,After drinking the water of the area,Once a day,2 minutes,Neem sticks,Yes,Never,Never,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Student,18,Female,Hindu,Higher secondary,3,"10,000",Study place area,Kutcha,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Not at all,Not at all,After drinking the water of the area,Once a day,More than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,Never,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Farmer,32,Male,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Food,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,32,Female,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,No,Yes,No,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Little bit,Sometimes,Little bit,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,38,Male,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Sometimes,Sometimes,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,Never,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,25,Female,Hindu,Higher secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,No,Yes,No,No,Whole teeth,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Not at all,Not at all,After drinking the water of the area,Twice a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Labour,35,Male,Hindu,Secondary,2,20000,Study place area,Kutcha,Yes,Yes,Poor oral hygiene,No,Yes,Yes,Yes,No,No,No,No,Whole teeth,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,27,Female,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,No,Yes,No,No,Whole teeth,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Little bit,Not at all,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,45,Female,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,No,Yes,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Little bit,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Farmer,45,Male,Hindu,Secondary,2,"10,000",Study place area,Kutcha,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Little bit,Sometimes,Sometimes,After drinking the water of the area,Once a day,2 minutes,Neem sticks,Yes,Never,Two-three times a day,No,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,33,Female,Hindu,Secondary,2,"10,000",Study place area,Kutcha,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,No,Yes,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,Two-three times a day,No,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Farmer,21,Male,Hindu,Secondary,2,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Little bit,Little bit,Little bit,After using fluoride toothpaste,Once a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,Yes,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,44,Male,Hindu,Secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop using fluoridated toothpaste
Bedasasana,Housewife,28,Female,Hindu,Secondary,2,20000,Study place area,Kutcha,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Little bit,Little bit,Sometimes,After using fluoride toothpaste,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,38,Female,Hindu,Primary,4,20000,Study place area,Pucca,No,No,Water quality,No,No,No,Yes,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Once a day,More than 2 minutes,Neem sticks,No,Never,One time a day,Yes,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Farmer,52,Male,Hindu,Primary,4,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,No,Yes,Yes,No,Yes,No,No,One region,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Sometimes,Sometimes,After drinking the water of the area,Once a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Never,Two-three times a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,47,Male,Hindu,Primary,2,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,No,Yes,Yes,No,Yes,Yes,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Sometimes,Sometimes,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Businessman,37,Female,Hindu,Primary,1,"20,000",Study place area,Pucca,Yes,No,Poor oral hygiene,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Not at all,Little bit,After using fluoride toothpaste,Twice a day,Less than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Businessman,32,Male,Hindu,Higher secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Whole teeth,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Not at all,After drinking the water of the area,Once a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Two to three times per week,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Farmer,43,Male,Hindu,Primary,2,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,No,No,Yes,No,No,Yes,No,Whole teeth,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Little bit,Little bit,Sometimes,After drinking the water of the area,Once a day,Less than 2 minutes,Neem sticks,No,Two to three times per week,One time a day,No,Whenever needed,Due to poor financial conditions,Stop using fluoridated toothpaste
Bedasasana,Housewife,46,Female,Hindu,Secondary,6,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,Yes,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Lots of time,Lots of time,After drinking the water of the area,Once a day,2 minutes,Neem sticks,Yes,Never,One time a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Student,22,Male,Hindu,Secondary,6,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,No,Yes,Yes,No,No,No,One region,No,no,No,Yes,Yes,Yes,Yes,Yes,No,No,Not at all,Not at all,Not at all,After using fluoride toothpaste,Once a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,One time a day,No,Whenever needed,Going to dentist is not useful,Eating fresh foods
Bedasasana,Student,20,Female,Hindu,Secondary,6,20000,Study place area,Pucca,Yes,Yes,Poor oral hygiene,Yes,Yes,No,Yes,No,Yes,No,No,One region,No,no,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Not at all,Not at all,Not at all,After using fluoride toothpaste,Twice a day,2 minutes,Tooth brush with tooth paste,Yes,One time per week,Two-three times a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Housewife,35,Female,Hindu,Primary,2,"10,000",Study place area,Kutcha,No,No,Poor oral hygiene,No,Yes,No,No,No,No,No,No,One region,No,no,No,Yes,Yes,Yes,Yes,Yes,yes,No,Little bit,Little bit,Not at all,After using fluoride toothpaste,Twice a day,2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Labour,44,Male,Hindu,Primary,2,"10,000",Study place area,Kutcha,No,Yes,Poor oral hygiene,No,Yes,No,No,No,No,No,No,One region,No,no,No,Yes,Yes,Yes,Yes,Yes,no,No,Little bit,Not at all,Little bit,After using fluoride toothpaste,Twice a day,2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Labour,58,Male,Hindu,Primary,3,"10,000",Study place area,Kutcha,No,No,Poor oral hygiene,No,Yes,No,No,No,No,No,No,One region,No,no,No,No,Yes,Yes,Yes,Yes,yes,No,Little bit,Little bit,Not at all,After drinking the water of the area,Twice a day,2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Businessman,42,Male,Hindu,Secondary,9,"20,000",Study place area,Pucca,Yes,No,Poor oral hygiene,Yes,Yes,No,No,No,No,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,no,No,Little bit,Little bit,Little bit,After drinking the water of the area,Twice a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Businessman,32,Male,Hindu,Secondary,9,"20,000",Study place area,Pucca,Yes,Yes,Poor oral hygiene,No,Yes,No,Yes,No,No,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,no,No,Sometimes,Sometimes,Little bit,After drinking the water of the area,Twice a day,More than 2 minutes,Tooth brush with tooth paste,Yes,One time per week,Two-three times a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,32,Male,Hindu,Secondary,3,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,Yes,No,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Little bit,Sometimes,Sometimes,After drinking the water of the area,Twice a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Never,Two-three times a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,35,Male,Hindu,Secondary,2,20000,Study place area,Pucca,No,Yes,Water quality,Yes,Yes,No,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,yes,No,Little bit,Little bit,Little bit,Others (specifiy),Twice a day,2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,59,Female,Hindu,Secondary,2,"20,000",Study place area,Pucca,Yes,Yes,Food,Yes,No,No,Yes,Yes,Yes,No,No,Whole teeth,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Sometimes,Little bit,After using fluoride toothpaste,Twice a day,Less than 2 minutes,Neem sticks,No,Two to three times per week,One time a day,No-idea,Whenever needed,Not required yet,Stop drinking fluoridated water
Bedasasana,Housewife,27,Female,Hindu,Secondary,2,20000,Study place area,Pucca,No,No,Water quality,Yes,Yes,No,No,No,No,No,No,One region,No,No,No,Yes,Yes,Yes,Yes,Yes,yes,No,Little bit,Little bit,Little bit,After drinking the water of the area,Twice a day,2 minutes,Neem sticks,Yes,Never,One time a day,No-idea,Whenever needed,Going to dentist is not useful,Stop drinking fluoridated water
Bedasasana,Farmer,53,Female,Hindu,Secondary,4,20000,Study place area,Pucca,Yes,Yes,Water quality,No,Yes,No,Yes,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,no,No,Little bit,Sometimes,Little bit,After drinking the water of the area,Twice a day,More than 2 minutes,Tooth brush with tooth paste,Yes,Never,One time a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Housewife,28,Female,Hindu,Secondary,4,20000,Study place area,Pucca,Yes,Yes,Water quality,Yes,Yes,No,Yes,No,Yes,No,No,One region,No,No,Yes,Yes,Yes,Yes,Yes,Yes,no,No,Little bit,Little bit,Not at all,After drinking the water of the area,Once a day,2 minutes,Tooth brush with tooth paste,Yes,Never,Two-three times a day,No-idea,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
Bedasasana,Farmer,39,Male,Hindu,Secondary,4,20000,Study place area,Pucca,Yes,No,Poor oral hygiene,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One region,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Little bit,Sometimes,After using fluoride toothpaste,Twice a day,2 minutes,Neem sticks,No,Two to three times per week,One time a day,No,Whenever needed,Due to poor financial conditions,Stop drinking fluoridated water
